WARNING, multiple skillID detected !! 2987
WARNING, multiple skillID detected !! 321
id,level,sp,type,range,target,power,duration,mp,success,weapon,class,requireskills,levelskills,stat1,value1,value2,stat2,value1,value2,stat3,value1,value2,char_level,aoe,aoeradius,cooldown,skillname
11,0,0,1,1,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,Basic skills: Sit
12,0,0,1,2,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,9: Pick Up
13,0,0,1,6,5,0,0,0,0,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA: Normal Attack
14,0,0,1,9,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0,15,NA: Party
15,0,0,1,10,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0,15,NA: Trade
16,0,0,1,11,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA: Vending
17,0,0,1,12,0,0,0,0,0,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA: Self Target
18,0,0,2,0,0,41,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA: Disassemble
19,0,0,1,13,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,1,500,50,NA: Ride Request
20,0,0,1,15,0,5,0,0,0,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,1,2000,0,NA: Target Enemy
25,0,0,16,0,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA: Hi!
26,0,0,16,0,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA: Grateful Bow
27,0,0,16,0,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA: Laugh
28,0,0,16,0,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA: Applause
29,0,0,16,800,3,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0,15,NA: Kiss
30,0,0,16,0,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA: Fight Cheer
31,0,0,16,0,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA: Tantrum
32,0,0,16,0,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA: Breakdown
33,0,0,16,0,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA: Gracious Bow
34,0,0,16,0,0,0,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA: Soccer Kick
50,1,0,2,0,0,25,0,0,100,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0,0,Item Mall: PAT Painting
101,0,0,3,0,5,3,0,12,150,0|0|0|0|0,0|0|0|0|0,0|0|0,0|0|0,0,0,0,0,0,0,0,0,0,0,0,0,10,NA: Dual Scratch
201,1,1,15,0,0,0,0,0,0,0|0|0|0|0,41|0|0|0|0,0|0|0,0|0|0,56,100,0,0,0,0,0,0,0,0,0,0,0,Soldier  1 Common Skills: Repose
202,2,1,15,0,0,0,0,0,0,0|0|0|0|0,41|0|0|0|0,0|0|0,0|0|0,56,125,0,0,0,0,0,0,0,0,0,0,0,Passive: Repose
203,3,1,15,0,0,0,0,0,0,0|0|0|0|0,41|0|0|0|0,0|0|0,0|0|0,56,150,0,0,0,0,0,0,0,0,0,0,0,9: Repose
204,4,1,15,0,0,0,0,0,0,0|0|0|0|0,41|0|0|0|0,0|0|0,0|0|0,56,175,0,0,0,0,0,0,0,0,0,0,0,NA: Repose
205,5,1,15,0,0,0,0,0,0,0|0|0|0|0,41|0|0|0|0,0|0|0,0|0|0,56,200,0,0,0,0,0,0,0,0,0,0,0,NA: Repose
206,6,1,15,0,0,0,0,0,0,0|0|0|0|0,41|0|0|0|0,0|0|0,0|0|0,56,225,0,0,0,0,0,0,0,0,0,0,0,NA: Repose
207,7,1,15,0,0,0,0,0,0,0|0|0|0|0,41|0|0|0|0,0|0|0,0|0|0,56,250,0,0,0,0,0,0,0,0,0,0,0,NA: Repose
208,8,1,15,0,0,0,0,0,0,0|0|0|0|0,41|0|0|0|0,0|0|0,0|0|0,56,275,0,0,0,0,0,0,0,0,0,0,0,NA: Repose
209,9,1,15,0,0,0,0,0,0,0|0|0|0|0,41|0|0|0|0,0|0|0,0|0|0,56,300,0,0,0,0,0,0,0,0,0,0,0,NA: Repose
211,1,1,15,0,0,0,0,0,0,0|0|0|0|0,41|0|0|0|0,201|0|0,1|0|0,54,0,2,54,100,0,0,0,0,0,0,0,0,Soldier  1 Common Skills: Physical Training
212,2,1,15,0,0,0,0,0,0,0|0|0|0|0,41|0|0|0|0,201|0|0,2|0|0,54,0,3,54,200,0,0,0,0,0,0,0,0,Passive: Physical Training
213,3,1,15,0,0,0,0,0,0,0|0|0|0|0,41|0|0|0|0,201|0|0,3|0|0,54,0,4,54,300,0,0,0,0,0,0,0,0,9: Physical Training
214,4,1,15,0,0,0,0,0,0,0|0|0|0|0,41|0|0|0|0,201|0|0,4|0|0,54,0,5,54,400,0,0,0,0,0,0,0,0,NA: Physical Training
215,5,1,15,0,0,0,0,0,0,0|0|0|0|0,41|0|0|0|0,201|0|0,5|0|0,54,0,6,54,500,0,0,0,0,0,0,0,0,NA: Physical Training
216,6,1,15,0,0,0,0,0,0,0|0|0|0|0,41|0|0|0|0,201|0|0,6|0|0,54,0,7,54,600,0,0,0,0,0,0,0,0,NA: Physical Training
217,7,1,15,0,0,0,0,0,0,0|0|0|0|0,41|0|0|0|0,201|0|0,7|0|0,54,0,8,54,700,0,0,0,0,0,0,0,0,NA: Physical Training
